"sha","hour_block","day_of_week"
"f82acc1579ed8e56c32cd7c42bab10f8db5cc024","12-15","Wednesday"
"70a050b1c3a46e3eabae7f6052c95718800dc604","12-15","Wednesday"
"1dcf05f1c69e52667064259308ba5950b594b268","12-15","Wednesday"
"83bd60fd97d4ca622adcbd7898d88880fee43054","12-15","Wednesday"
"eb07618d29ce957ef4401a98f25449a23d0135ad","15-18","Wednesday"
"2d2a1d699b8069f59604c6d6ea3e29853faa7945","18-21","Wednesday"
"2f16a46db51b67e67b8406fbafe9e9add6eee235","18-21","Wednesday"
"1f6257110d28b638290c95c47fb4971450f0b4db","18-21","Wednesday"
"fcf0970bc3df69e53c9dad7535b61f9e7d91a3c7","18-21","Wednesday"
"e11431258c4f912ba27f6321c632d5e30e554c57","18-21","Wednesday"
"d989e9dba5899e87780df9a8c5994ed1e3f8a776","21-00","Wednesday"
"01a6c1e7f8b0ed736d7c6f661e0c29ec023016b2","06-09","Thursday"
"7c950a85b769e2c136c968bdbe103f87a2c45d3c","09-12","Thursday"
"369b9bc947215d396570b06c3a5e7b982f234e76","09-12","Thursday"
"4f6d5973589577ffcb7db24c82dd6708b2c00023","09-12","Thursday"
"3c61ca40d7dfea4bb51d17704f9da88d7edd08c4","09-12","Thursday"
"dc8ad0caf4da663daf39305070813d0801ebc147","12-15","Thursday"
"90fb482cdc6a6730a53a82ace49d42feb57466e5","12-15","Thursday"
"5707103f447be818ad4ba0c34874b822ffeefc09","12-15","Thursday"
"c14cb85f16b6c9befd35866327fecb4ab9bc0fc4","15-18","Thursday"
"dd73a0bffa6c4de93a2dd8dc4460b64aedc51255","18-21","Thursday"
"681ee46b21308e8cb38afda9722d3b1a8f91efa0","18-21","Thursday"
"7ef6851ab94266720727a7cf4c6c7d7c6d6f9f93","21-00","Thursday"
"7d87d71e053712a96c5a14da38b310a69667de7d","21-00","Thursday"
"63c5df89d9a6db7c8f3c8a0a252588b98fb0b1a1","21-00","Thursday"
"cc8519d1bedd665d89834343171ecf62e72d8f2a","21-00","Thursday"
"3b313e218d17ba07757ce08acdceab7620fb4fd6","21-00","Thursday"
"dcfca57eb53840d396ceec25e73c09204bd65d35","21-00","Thursday"
"b5a4d36383c4143f46e168b8b7a4ba2dc7c54076","03-06","Friday"
"7e799975948573ca2a1c4b2051d3eadc32bb8ba7","06-09","Friday"
"c7e4e8eafa1076a5f851d80c1a7070a0076d8183","06-09","Friday"
"bfa09da1380f0f1e0727dbbc9f1878bd44eb848d","06-09","Friday"
"09d478ec671f8017294d4e15d75db1f40b8cc404","09-12","Friday"
"5f8f25b34c9e8c0d4845b014fc8f1b00cc2e766f","09-12","Friday"
"39aee60b33a56eee706af084ed1c600b12a0dd57","15-18","Friday"
"0df0d7457e78f83e2c0f6ab65c2d01bb8938167d","15-18","Friday"
"d0a1b9684eb68222431622614104a0dec4821164","15-18","Friday"
"f36ba1d282bb33827bd0ab28ed9daeed22e1d43b","15-18","Friday"
"4755fe40350c83fafef4525bf47040e1a1f0f07a","18-21","Friday"
"682176d57263aa2aab1aa8703723270ab3148af4","18-21","Friday"
"23d542462a1aaa5afcd36dedc3c2a12c840e1d2c","21-00","Friday"
"8c43fc5e783f01ab916c7f4469756f4bcd9a02aa","21-00","Friday"
"740c26370eada09259fe620f390fa5b05261db75","06-09","Saturday"
"b657ae914e3783f28be16e7d3acdc86cb3d37e83","09-12","Saturday"
"396fd3cae91df2d16eeb9d399784687e87e47035","09-12","Saturday"
"d0c94d6bee2a9494e44f29c2c242c956877e9619","09-12","Saturday"
"c9d0fcd967cf21ea8373662c3686a5c8468eaae0","09-12","Saturday"
"a8a0eeef733479e44a077e44fe78ee2ec3b828bc","09-12","Saturday"
"1695a632918370513efe6a2fdf9ea4d676cee51d","09-12","Saturday"
"1822959c3ee1bca4196c1d627f74c1c5e7ba8a4a","12-15","Saturday"
"50765eb0883652c16b40d69d8a1ac78096646610","12-15","Saturday"
"98fb7d6e009aaf4bd06ffe35e526af2718312607","12-15","Saturday"
"3c48dc714b65d2ed5e29c8b29fc58cc4a3afabf8","12-15","Saturday"
"827962878e6fb39e014639d83cff7d0881595ecb","18-21","Saturday"
"d2c0bbebacd1c58d357d647707a1bdb0c5b3b425","18-21","Saturday"
"d69ffaf947f23284529f68591554ef6629a308a4","18-21","Saturday"
"2efb3a64f5446a5103c4107e4d2db4c629344faa","18-21","Saturday"
"56d1f3844ed836c462f2c896d3a9a917a8f9d3b6","18-21","Saturday"
"c645d8e40c167ea1f6c332cdc3ea0ca5a9363205","18-21","Saturday"
"9a1624b93d97b3a62cee1efbe1c520699e1323ee","06-09","Sunday"
"c6c8c1afa5e0a04e8921ce9cb4979c3120b2d5be","09-12","Sunday"
"45713446f37ee4b1ee972ab8b5aa1ac0b2482197","12-15","Sunday"
"c0362923fd8250328eab6e60f0cf7e855bfd352e","12-15","Sunday"
"699b3f4d58f52d9dde1bc063d6f84b1982ccd1db","15-18","Sunday"
"23d507663541ab49f02d7863d42f9baf458cc48f","15-18","Sunday"
"f1fad44650e247b03f79e7db8d70d334e74468a7","18-21","Sunday"
"0cb256411a02516dc9eca88b570abfb8c8a3c35b","18-21","Sunday"
"42638549efb5fccce8b5a93e3c2d05716f4ec59c","18-21","Sunday"
"2caa186935151683076b74357daad83d2538a3f6","18-21","Sunday"
"bd11ea81e50f602d1c9f64c44c61b4e7294aafa9","21-00","Sunday"
"93c3ccbdf2e60a7c3721ce308edae8b6591c9f23","21-00","Sunday"
"dfb2403ec4b6d147ac31125631677cee9e12347e","21-00","Sunday"
"4460356c03e5c1dedd72ce87a8ccfb9b19a33d76","21-00","Sunday"
"416cae48f5a15dd57a242929338a7915e57eefce","21-00","Sunday"
"64c2a56faf31d5f7e38e7b55e9eb4c38ced54c59","21-00","Sunday"
"a003781420e6d6e887fe6162ced21cd398b46b06","21-00","Sunday"
"44a752aa96d5aa4263f4ac1725642084fd612a48","21-00","Sunday"
"de780e0d08f9516d368930547a5844520617ffe1","21-00","Sunday"
"50a6385c7fed0fd5457886d0ffdd5040f6a8d511","21-00","Sunday"
"8871ef4d1b2eee537b8aa80d467f0ce90718c3dc","21-00","Sunday"
"95e9d83720584e2c098242dd60aa54f388dae1de","21-00","Sunday"
"58817e368f68620e613ebfe1bd63637e12d4effe","21-00","Sunday"
"4d3d4a15671d0f543479b1ea8679bb32571d9b70","21-00","Sunday"
"5e1e5fa637aa90b92e4b0e1d62c577461ea92369","21-00","Sunday"
"38aada7b8b6afab177c009b237dd5e75d60d51af","06-09","Monday"
"21656fcfe84b2e749b6b7bc9a3da4826c1af522f","06-09","Monday"
"72c489da5e8c6e1811cff1257c594e70afc93328","06-09","Monday"
"2976a56f8531d3ef9782ba251911e7c7f474eda1","06-09","Monday"
"1cf960d5d5f9179b1167d9e660142612781ddeda","06-09","Monday"
"2ab0d2d683c548aca87d6ea777cb26b513a6bc8d","09-12","Monday"
"a1b5bdb25a6f9565ac5934a9a458e9b079ccf3ae","09-12","Monday"
"8bf53dd5545ecda0e5bbffbc4cc803cbbde719a9","09-12","Monday"
"a2a0d053456d6e09efe7b8ac62837768f64e3c0b","09-12","Monday"
"04d3f4560f3204eeb72a5ee14fb3316f5bdf35cb","09-12","Monday"
"2950fd768541fc902d8f7218e4243e8d83414c51","09-12","Monday"
"b4102ce0b55e76baadf3efdec0df54762001f38c","09-12","Monday"
"a86313ff146e867adcbeb283f9f3f89780ebc312","09-12","Monday"
"c17140cb379b461ebe2019f1ea4289d639298a55","09-12","Monday"
"46ffc259956d3782bb0c09e782fca634ff4215b9","09-12","Monday"
"b8cdd284dd6e7197c8045cbce614b83b235d23a9","15-18","Monday"
"3857d3399c2e5f4c3e0a838b7a76296c4aa19b3e","18-21","Monday"
"35b18306a4928152fd1834964fc8ce0033811817","18-21","Monday"
"08565dcb8b296609a22955e79291ae9dfb51b5bb","18-21","Monday"
"8cc68e244b511200f5b4ec29e3ae87e211493c28","18-21","Monday"
"4d99705f69114d37bb3e85d7723602e71bd023c1","21-00","Monday"
"9bf68adfa0d929c4400d3e9f02cd2feaa4932f59","03-06","Tuesday"
"a1e42f66260447c22c708e49943e3a39ba2b678f","03-06","Tuesday"
"9927bdaa88f407523d61f09e03d5d46ddc466a75","06-09","Tuesday"
"8e738cd0ad0e7dce644f66bb749a7b46770badee","09-12","Tuesday"
"8775f841ddc57960358c83050841f02a3bc0f8ca","12-15","Tuesday"
"e57d0c913cb6525c05561473f0e53129fa68055d","12-15","Tuesday"
"a1576d39d2293b51f64987ba928fea9b5b180e51","15-18","Tuesday"
"5b104a9020510c75f1d5a7a211fd0c7cb1b45070","15-18","Tuesday"
"3766ab07d7061e946329443ed9a073ad3b41f457","18-21","Tuesday"
"cc360b73c904b7f24a229282458ee05112468f5d","18-21","Tuesday"
"60df70526a00fb9a3e245bb3ffb2a9faa23582e7","21-00","Tuesday"
"88b8ba986139c35b9cc8efa816bf2fc445c7caa5","21-00","Tuesday"
"23dfa7ffed5b100caf7e2d52da43d3e59e69821e","21-00","Tuesday"
"1a828f393b220abbcd3a751bf98a6ec003776c1e","00-03","Wednesday"
"6547b8182f056b6d29445dec50cce3920d36f762","03-06","Wednesday"
"489ca1494691f6a0b717f9312e0ab8a2a7f76d96","06-09","Wednesday"
"7dd0d84d145114d3de4585769b19c1e737485830","06-09","Wednesday"
"86f9f95be520f061e8be6faddfcc10f2e317c8b5","06-09","Wednesday"
"d747a7924bca4b1e44003fe0932c28d7b504b088","09-12","Wednesday"
"c93a3540bc497898ebb81005594493521f9a738a","09-12","Wednesday"
"843a3b8c3ecca9582a269cf780144738c9c45d15","12-15","Wednesday"
"b7a46c970d638028a4a7643ad000dcee951fb9ef","12-15","Wednesday"
"70e314355838c4498ec975dcff5d00c31fbcd192","12-15","Wednesday"
"45d5f6412731f81002be7e9c86c11060394875cf","12-15","Wednesday"
"223b41d68f53e7aa76588ffb8ba1e37e780d9e3b","15-18","Wednesday"
"bfe08a79db8130c499883f014121be570ec071bd","15-18","Wednesday"
"2ae6d4bf5d5dab070d806a22071b23b4f40946f3","21-00","Wednesday"
"e90febceb549f669e887de4219cc19ba48b73a4c","21-00","Wednesday"
"8b7e0babe1c3e9bef6e934d1e362564bc73fda4d","06-09","Thursday"
"bd608a56abd1a6c2a98987daf7f092d2dabea555","06-09","Thursday"
"5ee1bcbef992102b3957db39a90254dfc9c4adeb","12-15","Thursday"
"744aa609c82e6cd4230a12a80424c9b7fec17779","12-15","Thursday"
"5a37025eb0a2acc90c41a1f9701a70521f361e71","15-18","Thursday"
"47187cea8b49df9048235c9402c0e21d46175d3b","15-18","Thursday"
"8e88eb8fa7e1fc12918dcbfcfc8ed28381008d33","18-21","Thursday"
"996d8c5c930e6e7f800c0c7a5c0b1ade7516c89f","18-21","Thursday"
"ea8519c0554d16b13d330a686f8479fc10cc58f2","03-06","Friday"
"dce9796861e0a535952f79b0e2a7d5a012fcc01b","03-06","Friday"
"a6299d47eac9cba23d54e5b1f3ff589e76871eae","06-09","Friday"
"eed09daad3278706da29c8f172899e67ecadc40a","06-09","Friday"
"b9c6250613baf288e239fd6906142a50ae8a3266","12-15","Friday"
"008f2335f8eb40624e164a2cc608148bd356d17e","12-15","Friday"
"7c51c87503004d57fe726dae2ab830a5ffd9b64b","15-18","Friday"
"02d3378fc937bacabed307b5b9509b729683bf4a","15-18","Friday"
"b555ed6f358f738e2484db77b0782755440c8c8d","18-21","Friday"
"6d8b779e25a81a735dd84545ba8ea3276fefa336","18-21","Friday"
"2c0fa0c93e550e74f91e7faf45b3d481e179c9e7","18-21","Friday"
"c6a014a3707d2e4a5a9d2fe0b4277be09266b63b","18-21","Friday"
"bbdf43b01b65527558272419579da98876c32ab3","18-21","Friday"
"58eb19fe7669b61d0a00bcc82df16adee379a233","18-21","Friday"
"d1e6a5c48d03322dda090113134f745d1f9c34d4","18-21","Friday"
"46aa4294e453d800ef6d327addf72a004be3765f","18-21","Friday"
"e991f60a797643d151471bf8e5ed98857e1274ac","18-21","Friday"
"bfba17bb37feea74247a06aaa65560d125247fee","18-21","Friday"
"ba4f541fba656acb6c35469c97a1e1bfc79f2d96","18-21","Friday"
"754a4ab396e6e6002f79a716f93ed71712393687","21-00","Friday"
"14e8d2b9bba7410b23bcbcfb30d67b679bc499f9","21-00","Friday"
"5fef1db0a7df29b8ff2b50d75ab25c0efb5302be","21-00","Friday"
"ad450308a2cc07d90e12a4765108c7767257ff2e","03-06","Saturday"
"5e9254cb37922da4dbe1f060f689794fad399955","06-09","Saturday"
"e69aae1304b478b76d9088729ce6d4df5448e5c0","06-09","Saturday"
"1407e277aeb059cbfd1bb96fb3f43c4bf4f15cea","06-09","Saturday"
"f89af2163fdc907aac8ebb9d1d0ddadf6e5c4806","06-09","Saturday"
"c98fd194330ef08935d5b9504a8711b7cb9b8bb5","06-09","Saturday"
"de17b939eb37d0bb9e75ec48be2a0e7159e4cd1c","09-12","Saturday"
"533afb5128383958889bc653226f46947c642351","15-18","Saturday"
"d9814eb3a2fc1dbbb885a0a2c1b7a23ce1cfa148","15-18","Saturday"
"1945c1a4389b2c681f4ef102cba7d3e0ca6b78d6","18-21","Saturday"
"3157002eeb8d5e2acf62a32ffe7a3647adc23105","18-21","Saturday"
"6d3b71c33390c8063502acfe0fc2cd936db74814","18-21","Saturday"
"bcefe6109bcabd9bd6daf8b44f7352adda1ed53d","18-21","Saturday"
"c9452c8b7b61c975a1097544a00ebea00501b37d","03-06","Sunday"
"63e6eab785f8313be6b5e28056215947bb8ed8a3","12-15","Sunday"
"2e4054733e8de06a6b1b8a0a1376f1b4612e7c46","15-18","Sunday"
"a851b18953177c7a1506a796c3973e98fbca14ce","15-18","Sunday"
"7d352e20f5d21e6fef607832f3501d8199932f9f","15-18","Sunday"
"7700fb12cc6c7a97901662e6ac6aa1e4e932d969","18-21","Sunday"
"4390524a41fdfd2d57f1d2dc98ad7b4009c8399e","18-21","Sunday"
"a91ee7ac2fe29f460a4e4b0d8c1346f40672be43","18-21","Sunday"
"abef61ff3d6b9ae8dcb7f9dbbea78a9648a0c50b","18-21","Sunday"
"3f77152b104424a6fd626b4673e0984626fcd628","21-00","Sunday"
"63b4a7104eed453c03528a36f8d2c6ec10206e4d","21-00","Sunday"
"6a50c8c406d74f5da571e3d1fcc229791cd65684","21-00","Sunday"
"da8004dac8e51a7485637b70a788aad5a0f53c60","21-00","Sunday"
"46fa5a2743c0c864f5282abd6055c5418585955b","21-00","Sunday"
"c8de9a5f686f55a27705a69d69fbc64840df03ce","03-06","Monday"
"1cdd82391e0f7a24ab7f0badbe8f44a54f51d757","03-06","Monday"
"95a930bc0a720c5548e4fa2e1f74e25f12e9ae1d","03-06","Monday"
"eb56473b40d2717758613ead1cdf712c33347082","03-06","Monday"
"a1e6cd411af9a922a35d770fbe576d8e892f44e1","06-09","Monday"
"b43fcae14bc592017850d172f17a6782082321e8","06-09","Monday"
"1a67dd6a6c2a4db8a1bd4372d7711277b7054fc0","06-09","Monday"
"6b624e5d012e89bb67b921c343c2b849c3d2b4af","06-09","Monday"
"50abdcea19a909d7f048bb0ee4ac59cc0bcbb37c","06-09","Monday"
"1e94027f053017b03691163edbaa92e05dc62061","06-09","Monday"
"b04be0f8dcfee31b82b5231ced0f4153afde3387","06-09","Monday"
"8402e9adf4c7d0ddf234ccfb22fce5c34384920a","09-12","Monday"
"852f85bc61c04fcf39618b8a7ee5ec885f8fde28","09-12","Monday"
"af0a4a0698040c1b61cdeafc135d99dcb182c9ef","09-12","Monday"
"86423b41e170f4f26bf165623a14e98192bc5d5d","09-12","Monday"
"825f65f67e0732c84a1978c342a4f77d152636b9","12-15","Monday"
"4c4981d1adf2bd8b28ffa7e6ed57162abb8feb8f","12-15","Monday"
"73a37333918abe0612120d95169b9e377274810b","15-18","Monday"
"ae25a52ae342c9e0bc3afdb21d613447c3687f6c","15-18","Monday"
"82c3e2d39abc05070552324429335bfb6aef925f","18-21","Monday"
"277cfcb6cd1761386b1607d95e43fc1b1bd100c9","21-00","Monday"
"08fa81453377003aafbdd19563d846fa71155e0d","21-00","Monday"
"39b13ec343376d78dae543749fd1233263cd6507","21-00","Monday"
"abbd5677bab4a84b1d35e7723c7dfbb155ca9144","21-00","Monday"
"bb2689ab455ca5d82f4f9b8d4b73ec071849c439","21-00","Monday"
"770228e4c01dd0a36857a2e06689c9105119b2e2","21-00","Monday"
"32feab41006897de182bfa684813be230027aca1","06-09","Tuesday"
"7141c42cc33000fe506a41679409d0a260d63eb0","06-09","Tuesday"
"ac0d5b3dbe731605af38018ce7ce970ffded539a","09-12","Tuesday"
"9eae6621e86c1d2312b36c90bd9df7ac81c83315","12-15","Tuesday"
"2363fb562db1abaa5bc3bc93b67c96e018c1d78a","12-15","Tuesday"
"41d9be072abacc47393f700aa8fb98bc2b9a3713","15-18","Tuesday"
"62b917a6ac61fd6882c377e3b04f72d908f52a58","15-18","Tuesday"
"ed5e70c6d6c88882bf856af9ad6e831b6d6ec717","18-21","Tuesday"
"85a567790456732747ddccd37f690d7f3a56d2ba","18-21","Tuesday"
"e434ae8e4ae7f7940a86c7386245fbaaf1821965","18-21","Tuesday"
"2b43fa473f02cfe58c9af25c861187a7712a78ef","18-21","Tuesday"
"8ed38c1619209aaae3cf900ed34d9a3b48a8bf8d","18-21","Tuesday"
"513c1d2c650c800978f37ab253e230c82777bbd8","18-21","Tuesday"
"a54c2424df51bf1acec420f4792a237dabcfa12b","00-03","Wednesday"
"c9d71793aafcbce60adacd8b97be53955f73b451","06-09","Wednesday"
"c8a37b6677a6bafa2d6a46874e856de0d6ce04fd","06-09","Wednesday"
"0a7eae3fcbda0b2c4d2fb383e6b07157c2adc937","06-09","Wednesday"
"0ca5f700ab5e153ff8eea2c27b0629f2f44c8cb3","09-12","Wednesday"
"911cf466218bcd548519a50c9a32c9df58ec8b2e","09-12","Wednesday"
"85aea74b647f978cd1e3c42e3a5f3bb068b56539","09-12","Wednesday"
"5544c8b20b5bdb5c4f5791bc652c2e6940d79295","09-12","Wednesday"
"5f504e9a17353259e70bd3ed54f8edd2e465882c","12-15","Wednesday"
"4bdf908041159c1d6ed019469190e08297928393","12-15","Wednesday"
"2f8caf91abcc10c06b28825c0ffe610dbbebabe1","12-15","Wednesday"
"92474db6a5321a0c0cd0dc21695f95d51c3aad16","12-15","Wednesday"
"2ae1c10bfa59d1b2b5d8d453cd64d9858cb18c0b","12-15","Wednesday"
"dd218dde8a57865a0af59f0e8e06ad3f30c5fd92","15-18","Wednesday"
"4a7cd606ccd0de041781437813507448240798a5","15-18","Wednesday"
"b1cdab39f85879f2b0189685c0b7f7dcdc8d62f0","15-18","Wednesday"
"5dfbbbbf5adf70a9814121de8706a7c36f241836","18-21","Wednesday"
"4037d79b5c3fe952b491a24ed99dea95c43e7666","18-21","Wednesday"
"94f70d818482de7defa03c0aff3c213ca6b83e9e","18-21","Wednesday"
"c88ff1d7c2ff235582d46593b11edbdf7d76b4c9","18-21","Wednesday"
"12ee795bbf27793a8dabc44158141a24a9ed34e9","21-00","Wednesday"
"75ce4d1923d65df339d0fc6332c990687796c79b","21-00","Wednesday"
"b1a3b4288022c67db22cbc7d24b0c4b2b122453b","21-00","Wednesday"
"53a89739528cda26b8b53670fc51769850eb263e","03-06","Thursday"
"2dbb9633240777d658031d32217255849150684b","03-06","Thursday"
"d06c14f52757321f2049bb54212421f68bf3ed06","06-09","Thursday"
"79b8cfc0fa77f11491fc1de4d5f009e176aa7c3a","06-09","Thursday"
"6130993d781695bbd87e09d3665d8f0991bc32d0","09-12","Thursday"
"9dac4878c70f4178b89c2f7667b0d8ca0ca7dff7","09-12","Thursday"
"4154cc04ce9702b09e6f13d423686fdf4cb7b877","09-12","Thursday"
"e0c40c536919a70786c585fb7e8aaa78b994b89c","09-12","Thursday"
"1953648fda6b984d27ddcbe151d7286550571f32","09-12","Thursday"
"85acbb4ae9bc26248ca624fa4d289feccba00836","09-12","Thursday"
"dc47c460dc0edfbfe0e692eac1d07b42280e0810","09-12","Thursday"
"ed6a4fd1162407a2007d949765eab5749af1c3ac","09-12","Thursday"
"08188f80f4bb6c225eaf4f58e2742c982a230652","09-12","Thursday"
"96efcfb8301ed938ce62d46a12b429b724e7cf0f","09-12","Thursday"
"ec776de51872f9940c2270c1a9aa4dd2f6f6d60b","09-12","Thursday"
"2d8625253f7101a9da7161a7856f4a4084457548","09-12","Thursday"
"626d3daa9b5348fec6dfb4d29edcff97bba20298","12-15","Thursday"
"faa50cbe2f6dbf816e599bbbb933ac4976a55778","12-15","Thursday"
"47682042a45501ab235d612580b8284a8957523e","12-15","Thursday"
"9fa782f622ad9f6e568f0efcadf93595f67b8a20","12-15","Thursday"
"df7c170e55dd9af894947219fb8025d3387505bf","12-15","Thursday"
"6a7812b7c8daaf1d01242b7cd435b71fa04855b1","12-15","Thursday"
"f971ba2f2f9703d0e1954e52aaded52a83c2f844","15-18","Thursday"
"c47703103982ec4730ea28c8a5eda12ed2ce008a","18-21","Thursday"
"36b06a7bb4d6514275d60efaef61728dafdb454f","18-21","Thursday"
"83efcaa835c4316efe2f45fd9cfb619295b25a4f","18-21","Thursday"
"370348a396b5ddfe670e78ad3ab87d01f6d0107f","18-21","Thursday"
"e8ba57968d239cf4c399cdc81c0857790c645c6c","18-21","Thursday"
"9b8a093e0738f8491b8dc698e99e68aa7780a669","21-00","Thursday"
"633217c84217f925c4c0a92e0b24ba314b64281b","21-00","Thursday"
"ae56caea921de486113f13bd9182d854ce0ac023","21-00","Thursday"
"0e005643280883afe88416c7f3d3425dff8f02b7","21-00","Thursday"
"4bd0b5643263768bc858f758512d28d6bd0494b0","21-00","Thursday"
"66d0222947bf6ec779064d25c16391e22c1a9368","21-00","Thursday"
"ba0bab0114a430ef0ac776980f7e29b34d48b726","21-00","Thursday"
"3f984edd0009ad4e3177a3c95351c563a6ac00da","21-00","Thursday"
"5c35786ca29aa53ec08232502fc8a16fb1ef847a","21-00","Thursday"
"0931abdb2563f1f46240c3b1ce82415e05bd48d4","06-09","Friday"
"3bb1c07861c7cbd3848e415c2cfc362f1334a479","06-09","Friday"
"38f27371532b9f906bdeff0251d1c35956daf05c","12-15","Friday"
"95ece9feefcd1cc4d4b4e94f832d23073200229c","15-18","Friday"
"8aa22291821327111a1bc5f0647b764880d4b9e9","15-18","Friday"
"94c82916294791df10d30a1cb444daf5d8a34304","15-18","Friday"
"7a493ea9496ccf36c1470078e74affac35d84e16","15-18","Friday"
"55ff4cf9351585dcd51cf324f4c2b538176b8aae","15-18","Friday"
"947b504d5ba5882b1d7d36251e24185e9f47b9e7","15-18","Friday"
"d91c481ac9051316d0e61b02eda5a7e21bb6ac5b","18-21","Friday"
"eb93f67b2b2478dfe413778cbd4673c95b4ca773","18-21","Friday"
"a5aa16184d957ac0e4bfa4fdef15b32ffd312079","21-00","Friday"
"a16f8613a8bd7f2cb3db2b8215cd8738185d0a08","21-00","Friday"
"c077d190609f931387c1fcd7b8cc34f12e2372b9","21-00","Friday"
"faf32539d6a1be2bfba1b97e72e4508fb6896af6","06-09","Saturday"
"c90eec936583d482a35f0dc8bfc13afc58a9c322","06-09","Saturday"
"60e6847c181959d95789266cc2712cdacaf18cf9","06-09","Saturday"
"03529d524fbebb4ff2c886a085966230314022f3","06-09","Saturday"
"bcb97d05add522220d99759352bc5a0de9b69ae8","06-09","Saturday"
"5a1889a7e70114317b96fefa4b1e3f47ae15cc10","06-09","Saturday"
"cfa5477aa4a987f79345c96f5fedc472f14e6f7a","06-09","Saturday"
"a44f261fcdd6b452aac0d6faaba8e134d0e6d1fe","06-09","Saturday"
"e16e9f3439956c92f626321ce6d72f5488b4080a","06-09","Saturday"
"a1d4a20548b18721aa7564a1e415ff866db2bebd","06-09","Saturday"
"2a00f18ebb7f0e286955a946844c14b72fcc3b05","06-09","Saturday"
"3d01919a30acd85eec40fdd81029ed94613d280f","06-09","Saturday"
"272b40aaad33116bd0b0fdcad15187493d9a44e7","06-09","Saturday"
"784e0ef04b5013f4e370e9a0380f5c2589128c7f","06-09","Saturday"
"4e545c8190d9e2a085d98c5097b7284099c7cd75","06-09","Saturday"
"e4ae83d488bd0bc4554f400c2c1c2d3fc1c44fd6","06-09","Saturday"
"353b1482d3720c7e962022f25c7e5d3e105ed4f0","06-09","Saturday"
"3d575fed540e7521976303cd763a20e090e65d9e","06-09","Saturday"
"1e81ed19997114cc7dc136e9fd64676a7710715a","06-09","Saturday"
"b11525702c72cb53034aa29ccd6d0e1161ac475c","06-09","Saturday"
"984ba22e6e2a8c70b780d11c0bbaeb1dc0d6f14d","06-09","Saturday"
"4bae275edd819eaf56c3382af7b152652b0ce0c0","09-12","Saturday"
"6d182beec6e86b372c37fb164a31c2f8811d8c03","09-12","Saturday"
"9ce76e321f9792690a8d93d5ecb4df9bdaf8fac9","12-15","Saturday"
"b1f2a1693ce17a68681322edfe75306b71fcf9a5","15-18","Saturday"
"42bc8fcb6bab2b02ef2ff62c3015b54a1ad2df62","15-18","Saturday"
"3ba994d8f4c4b5ce3828bebcff28bbfc25170004","15-18","Saturday"
"a746defd6ba123b74d87ace4de01fd0a25932a64","18-21","Saturday"
"2b1a1944aa5cc84c94df523309eea30890d4fb74","21-00","Saturday"
"badcf24e177b52ac87dd87c7e4ebad2727b2a4e7","03-06","Sunday"
"c96ae2b277be3b112e9ddb784c5f623806a13d20","06-09","Sunday"
"8227db343602da38eec38711a585b2ca7fc37727","06-09","Sunday"
"f9276f0597d5ad91c98d0db36d16d799ee2d4f21","15-18","Sunday"
"b860a6adde341f15d73ab3941b15c1514b98b4e3","15-18","Sunday"
"00d54c04c47d8c113d4edabc395bcedf6d4d3c6d","15-18","Sunday"
"660386b5d962a77d895be34a644616a67a0e49c8","15-18","Sunday"
"038216e8e1343ef945ab6a995bfcc28ebc38675f","15-18","Sunday"
"02af225e7b75552e074d7dfcfc1af5336c42b84d","15-18","Sunday"
"64948fa7824d004e65089c2d159c5e6074727826","15-18","Sunday"
"452a97833753175806bcb5077a566897a906a1c9","15-18","Sunday"
"6802d4136fab9b8a02faf22f48cb9f6d259fd523","15-18","Sunday"
"9d8c77e447f5515b9a6aa85fa72511a86a128c28","15-18","Sunday"
"fe05e1a53d8be7568091c8f78f361fddc585de77","18-21","Sunday"
"326acdeb964435d007e9d293f16f461119707877","18-21","Sunday"
"8ebb70091b05d2750417b544843312d3e0d6ec8c","18-21","Sunday"
"87b08ad0840a11d8cd5c0b5043d3a341b1a8f258","18-21","Sunday"
"4f3d2841f6088f9619eb86f791d1fb4b375fb5bf","18-21","Sunday"
"97091b178474d6254868f16ac597b00977e92fdf","18-21","Sunday"
"58d8577f3528e7e143addefb03711bdc82cb1782","18-21","Sunday"
"a23f3181fec999194dbc6b2215701a98eb34700c","18-21","Sunday"
"cede385e938d4645fdbdfabd6c92c02fbfb95628","21-00","Sunday"
"5da4afe908df22d3bb812d531ac437066dd5b816","21-00","Sunday"
"f4c522f120626662c797c37f51b51d048a8ac047","21-00","Sunday"
"dfa70b942348ba51be7594499ff54030375e4d89","21-00","Sunday"
"bb3adb4b90e3a601878bbec165015c2bcb2f73f0","21-00","Sunday"
"d96f931b991e4afcec6d9206acaa37e10d96d2bc","03-06","Monday"
"b470c6bdcc801bcd57c4008a823bd768405d1736","03-06","Monday"
"aa54a22185fc6bf0690d432550bf7720d00b8db3","03-06","Monday"
"0c8295ce916238bc388632bda68e503fd4987338","03-06","Monday"
"2663b177a666ee150f86bd16ad51526319fa7adb","03-06","Monday"
"379bd80573e2c02810367ee28288e59a7af2ac10","09-12","Monday"
"015fef31bb7f848b321d5287edeb6ff6ac63ab10","09-12","Monday"
"76c2ade2c63abc3677b8fcd59af6f8779b613be7","09-12","Monday"
"7faa72795185c1af4b21f207ce7e0735c4365d46","09-12","Monday"
